Area,Indicator,Source,Year,Value,obs_status.label
Saudi Arabia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,16.7,Unknown
Saudi Arabia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,15.4,Unknown
Saudi Arabia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,7.6,Unknown
Saudi Arabia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,7.9,Unknown
Saudi Arabia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,6.9,Unknown
Senegal,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Employment Survey,2019-01-01,15.2,Unreliable
Senegal,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Employment Survey,2016-01-01,24.9,Unreliable
Senegal,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Employment Survey,2015-01-01,23.2,Unknown
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2022-01-01,40.3,Unknown
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,38.1,Unknown
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,37.2,Unknown
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,36.7,Unknown
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,35.8,Unknown
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,33.9,Unknown
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,34.8,Unknown
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,33.9,Unknown
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,33.9,Unknown
Singapore,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,33.7,Unknown
Solomon Islands,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Income and Expenditure Survey,2013-01-01,25.7,Unknown
Sierra Leone,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,37.9,Unreliable
Sierra Leone,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Integrated Household Survey,2018-01-01,35.9,Unknown
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Multi-purpose Household Survey,2022-01-01,40.5,Unknown
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Multi-purpose Household Survey,2021-01-01,41.1,Unknown
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Multi-purpose Household Survey,2020-01-01,46.7,Unknown
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Multi-purpose Household Survey,2019-01-01,44.3,Unknown
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Multi-purpose Household Survey,2018-01-01,35.4,Unknown
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Multi-purpose Household Survey,2017-01-01,32.4,Unknown
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Multi-purpose Household Survey,2016-01-01,35.3,Unknown
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Multi-purpose Household Survey,2015-01-01,40.9,Unknown
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Multi-purpose Household Survey,2014-01-01,38.2,Unknown
El Salvador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Multi-purpose Household Survey,2013-01-01,43.5,Unknown
Somalia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,29.4,Unknown
Suriname,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Household Sample Survey,2015-01-01,37.3,Unknown
Suriname,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Household Sample Survey,2013-01-01,35.8,Unknown
Suriname,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Survey on Living Conditions,2016-01-01,43.2,Unknown
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2022-01-01,38.0,Unknown
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,38.0,Unknown
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,35.5,Unknown
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,33.7,Unknown
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,32.1,Unknown
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,32.5,Unknown
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,35.1,Unknown
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,31.4,Unknown
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,31.4,Unknown
Slovakia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,32.3,Unknown
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2022-01-01,34.8,Unknown
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,34.0,Unknown
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,40.1,Unknown
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,40.1,Unknown
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,38.5,Unknown
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,41.2,Unknown
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,40.8,Unknown
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,37.4,Unknown
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,37.5,Unknown
Slovenia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,37.0,Unknown
Sweden,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2022-01-01,41.7,Unknown
Sweden,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021-01-01,43.0,Break in series
Sweden,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020-01-01,42.3,Unknown
Sweden,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019-01-01,40.3,Unknown
Sweden,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018-01-01,38.1,Break in series
Sweden,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017-01-01,38.9,Unknown
Sweden,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016-01-01,39.3,Unknown
Sweden,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015-01-01,39.5,Unknown
Sweden,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014-01-01,37.1,Unknown
Sweden,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013-01-01,35.4,Unknown
Eswatini,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,43.4,Unknown
Seychelles,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,41.8,Unknown
Seychelles,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,47.7,Unknown
Seychelles,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,47.8,Unknown
Seychelles,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,46.8,Unknown
Seychelles,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,45.5,Unknown
Seychelles,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,48.0,Unknown
Seychelles,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,49.0,Break in series
Togo,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Regional Integrated Survey on Employment and the Informal Sector,2017-01-01,70.1,Break in series
Togo,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Questionnaire on Indicators of Well-being,2015-01-01,29.8,Unreliable
Thailand,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2022-01-01,36.9,Unknown
Thailand,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,35.5,Unknown
Thailand,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,39.2,Unknown
Thailand,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,35.1,Unknown
Thailand,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,33.9,Unknown
Thailand,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,33.6,Unknown
Thailand,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,32.7,Unknown
Thailand,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,32.8,Unknown
Thailand,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,32.7,Unknown
Thailand,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,33.0,Unknown
Tokelau,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Income and Expenditure Survey,2016-01-01,23.5,Unreliable
Timor-Leste,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,13.3,Unknown
Timor-Leste,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,24.5,Unreliable
Timor-Leste,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,32.9,Break in series
Tonga,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,41.6,Break in series
Tonga,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Income and Expenditure Survey,2021-01-01,35.7,Unknown
Trinidad and Tobago,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Sample Survey of the Population,2022-01-01,46.6,Unknown
Trinidad and Tobago,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Sample Survey of the Population,2021-01-01,43.6,Unknown
Trinidad and Tobago,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Sample Survey of the Population,2020-01-01,46.7,Unknown
Trinidad and Tobago,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Sample Survey of the Population,2019-01-01,45.2,Unknown
Trinidad and Tobago,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Sample Survey of the Population,2016-01-01,44.5,Unknown
Trinidad and Tobago,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Sample Survey of the Population,2015-01-01,41.9,Unknown
Trinidad and Tobago,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Sample Survey of the Population,2014-01-01,43.8,Unknown
Trinidad and Tobago,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continuous Sample Survey of the Population,2013-01-01,43.9,Unknown
Tunisia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Population and Employment Survey,2019-01-01,21.6,Unknown
Tunisia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labor Market Panel Survey,2014-01-01,10.5,Unreliable
Türkiye,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020-01-01,18.2,Unknown
Türkiye,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019-01-01,16.2,Unknown
Türkiye,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018-01-01,14.8,Unknown
Türkiye,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017-01-01,15.0,Unknown
Türkiye,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016-01-01,15.1,Unknown
Türkiye,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015-01-01,13.2,Unknown
Türkiye,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014-01-01,13.4,Break in series
Türkiye,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013-01-01,14.4,Unknown
Türkiye,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Household Labour Force Survey,2022-01-01,18.5,Unknown
Türkiye,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Household Labour Force Survey,2021-01-01,19.7,Unknown
Tuvalu,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Income and Expenditure Survey,2016-01-01,35.9,Unknown
Tuvalu,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Population Census,2022-01-01,36.4,Unknown
Tuvalu,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Population Census,2017-01-01,37.0,Unknown
"Taiwan, China",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,30.5,Unknown
"Taiwan, China",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,29.5,Unknown
"Taiwan, China",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,27.9,Unknown
"Taiwan, China",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,27.7,Unknown
"Taiwan, China",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,26.8,Unknown
"Taiwan, China",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,25.3,Unknown
"Taiwan, China",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,25.4,Unknown
"Taiwan, China",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,25.0,Unknown
"Tanzania, United Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,27.9,Break in series
"Tanzania, United Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,23.3,Break in series
Uganda,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Labour Force Survey,2021-01-01,35.0,Unknown
Uganda,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Labour Force Survey,2017-01-01,35.1,Break in series
Uganda,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - National Household Survey,2019-01-01,28.8,Unreliable
Uganda,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - National Household Survey,2014-01-01,29.9,Unreliable
Uganda,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - National Household Survey,2013-01-01,25.3,Unknown
Ukraine,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,41.0,Unknown
Ukraine,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,40.7,Unknown
Ukraine,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,41.3,Unknown
Ukraine,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,40.4,Break in series
Ukraine,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,41.1,Unknown
Ukraine,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,40.9,Unknown
Ukraine,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,39.6,Unknown
Ukraine,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,37.8,Unknown
Ukraine,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,38.3,Unknown
Uruguay,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continous Household Survey,2022-01-01,36.0,Break in series
Uruguay,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continous Household Survey,2021-01-01,39.2,Break in series
Uruguay,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continous Household Survey,2020-01-01,38.7,Break in series
Uruguay,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continous Household Survey,2019-01-01,35.7,Break in series
Uruguay,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continous Household Survey,2018-01-01,35.9,Unknown
Uruguay,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continous Household Survey,2017-01-01,34.6,Unknown
Uruguay,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continous Household Survey,2016-01-01,33.1,Unknown
Uruguay,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continous Household Survey,2015-01-01,32.8,Unknown
Uruguay,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continous Household Survey,2014-01-01,31.0,Unknown
Uruguay,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Continous Household Survey,2013-01-01,32.9,Unknown
United States,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Current Population Survey,2022-01-01,41.0,Unknown
United States,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Current Population Survey,2021-01-01,41.4,Unknown
United States,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Current Population Survey,2020-01-01,41.1,Break in series
United States,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Current Population Survey,2019-01-01,40.7,Unknown
United States,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Current Population Survey,2018-01-01,40.7,Unknown
United States,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Current Population Survey,2017-01-01,40.5,Unknown
United States,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Current Population Survey,2016-01-01,39.7,Unknown
United States,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Current Population Survey,2015-01-01,39.6,Unknown
United States,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Current Population Survey,2014-01-01,38.9,Unknown
United States,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Current Population Survey,2013-01-01,38.9,Unknown
"Venezuela, Bolivarian Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Household Sample Survey,2017-01-01,32.8,Unknown
"Venezuela, Bolivarian Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Household Sample Survey,2016-01-01,31.9,Unknown
Viet Nam,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2022-01-01,25.6,Unknown
Viet Nam,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,24.9,Unknown
Viet Nam,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,26.3,Unknown
Viet Nam,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,24.7,Unknown
Viet Nam,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,27.3,Unknown
Viet Nam,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,27.2,Unknown
Viet Nam,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,26.1,Unknown
Viet Nam,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,25.8,Unknown
Viet Nam,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,22.9,Unknown
Viet Nam,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,24.4,Unknown
Vanuatu,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Income and Expenditure Survey,2019-01-01,37.1,Unknown
Vanuatu,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Population and Housing Census,2020-01-01,36.4,Unknown
Wallis and Futuna Islands,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Income and Expenditure Survey,2019-01-01,30.7,Unknown
Samoa,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,43.1,Break in series
Samoa,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,47.3,Unknown
World,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2021-01-01,28.2,Unknown
World,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2020-01-01,28.2,Unknown
World,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2019-01-01,27.9,Unknown
World,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2018-01-01,28.0,Unknown
World,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2017-01-01,27.7,Unknown
World,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2016-01-01,27.6,Unknown
World,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2015-01-01,27.2,Unknown
World,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2014-01-01,26.9,Unknown
World,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2013-01-01,26.8,Unknown
World: Low income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2021-01-01,31.5,Unknown
World: Low income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2020-01-01,31.5,Unknown
World: Low income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2019-01-01,30.3,Unknown
World: Low income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2018-01-01,30.3,Unknown
World: Low income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2017-01-01,29.7,Unknown
World: Low income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2016-01-01,28.0,Unknown
World: Low income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2015-01-01,26.8,Unknown
World: Low income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2014-01-01,25.7,Unknown
World: Low income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2013-01-01,24.8,Unknown
World: Lower-middle income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2021-01-01,20.7,Unknown
World: Lower-middle income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2020-01-01,21.0,Unknown
World: Lower-middle income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2019-01-01,20.9,Unknown
World: Lower-middle income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2018-01-01,21.2,Unknown
World: Lower-middle income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2017-01-01,20.9,Unknown
World: Lower-middle income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2016-01-01,21.0,Unknown
World: Lower-middle income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2015-01-01,20.7,Unknown
World: Lower-middle income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2014-01-01,20.8,Unknown
World: Lower-middle income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2013-01-01,20.6,Unknown
World: Upper-middle income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2021-01-01,31.7,Unknown
World: Upper-middle income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2020-01-01,31.6,Unknown
World: Upper-middle income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2019-01-01,31.1,Unknown
World: Upper-middle income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2018-01-01,30.6,Unknown
World: Upper-middle income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2017-01-01,30.4,Unknown
World: Upper-middle income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2016-01-01,30.4,Unknown
World: Upper-middle income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2015-01-01,30.0,Unknown
World: Upper-middle income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2014-01-01,29.6,Unknown
World: Upper-middle income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2013-01-01,29.6,Unknown
World: High income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2021-01-01,36.1,Unknown
World: High income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2020-01-01,35.7,Unknown
World: High income,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),ILO - Modelled Estimates,2019-01-01,35.4,Unknown
