country,gender,education_level,marital_status,year,employee_count_thousands
Angola,Female,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2014,1.413
Angola,Female,(ISCED-11): 7. Master's or equivalent level,Single,2014,0.914
Angola,Female,(ISCED-11): 7. Master's or equivalent level,Married,2014,1.644
Angola,Female,(ISCED-11): 7. Master's or equivalent level,Union / Cohabiting,2014,0.506
Angola,Female,(ISCED-11): 7. Master's or equivalent level,Widowed,2014,0.105
Angola,Female,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2014,0.167
Angola,Female,(ISCED-11): 8. Doctoral or equivalent level,Single,2014,0.186
Angola,Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2014,0.392
Angola,Female,(ISCED-11): 8. Doctoral or equivalent level,Union / Cohabiting,2014,0.094
Albania,Male,(ISCED-11): X. No schooling,Single,2019,0.437
Albania,Male,(ISCED-11): X. No schooling,Married,2019,0.494
Albania,Male,(ISCED-11): 1. Primary education,Single,2019,0.678
Albania,Male,(ISCED-11): 1. Primary education,Married,2019,1.25
Albania,Male,(ISCED-11): 2. Lower secondary education,Single,2019,16.94
Albania,Male,(ISCED-11): 2. Lower secondary education,Married,2019,55.141
Albania,Male,(ISCED-11): 2. Lower secondary education,Widowed,2019,1.66
Albania,Male,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2019,0.45
Albania,Male,(ISCED-11): 3. Upper secondary education,Single,2019,43.653
Albania,Male,(ISCED-11): 3. Upper secondary education,Married,2019,96.671
Albania,Male,(ISCED-11): 3. Upper secondary education,Widowed,2019,0.589
Albania,Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2019,0.557
Albania,Male,(ISCED-11): 5. Short-cycle tertiary education,Single,2019,1.0
Albania,Male,(ISCED-11): 5. Short-cycle tertiary education,Married,2019,1.648
Albania,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2019,8.691
Albania,Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2019,4.602
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Single,2019,27.339
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Married,2019,44.731
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Widowed,2019,0.275
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2019,0.281
Albania,Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2019,1.426
Albania,Female,(ISCED-11): 1. Primary education,Single,2019,0.08
Albania,Female,(ISCED-11): 1. Primary education,Married,2019,0.92
Albania,Female,(ISCED-11): 2. Lower secondary education,Single,2019,4.021
Albania,Female,(ISCED-11): 2. Lower secondary education,Married,2019,51.403
Albania,Female,(ISCED-11): 2. Lower secondary education,Widowed,2019,2.549
Albania,Female,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2019,2.761
Albania,Female,(ISCED-11): 3. Upper secondary education,Single,2019,8.71
Albania,Female,(ISCED-11): 3. Upper secondary education,Married,2019,61.459
Albania,Female,(ISCED-11): 3. Upper secondary education,Widowed,2019,4.02
Albania,Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2019,1.808
Albania,Female,(ISCED-11): 5. Short-cycle tertiary education,Married,2019,0.572
Albania,Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2019,12.426
Albania,Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2019,11.087
Albania,Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2019,0.172
Albania,Female,(ISCED-11): 7. Master's or equivalent level,Single,2019,31.005
Albania,Female,(ISCED-11): 7. Master's or equivalent level,Married,2019,69.958
Albania,Female,(ISCED-11): 7. Master's or equivalent level,Widowed,2019,1.676
Albania,Female,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2019,2.545
Albania,Female,(ISCED-11): 8. Doctoral or equivalent level,Single,2019,0.513
Albania,Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2019,1.096
Albania,Male,(ISCED-11): X. No schooling,Single,2018,0.358
Albania,Male,(ISCED-11): X. No schooling,Married,2018,0.281
Albania,Male,(ISCED-11): 1. Primary education,Single,2018,0.561
Albania,Male,(ISCED-11): 1. Primary education,Married,2018,1.256
Albania,Male,(ISCED-11): 2. Lower secondary education,Single,2018,13.37
Albania,Male,(ISCED-11): 2. Lower secondary education,Married,2018,49.672
Albania,Male,(ISCED-11): 2. Lower secondary education,Widowed,2018,0.608
Albania,Male,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2018,0.615
Albania,Male,(ISCED-11): 3. Upper secondary education,Single,2018,42.725
Albania,Male,(ISCED-11): 3. Upper secondary education,Married,2018,98.08
Albania,Male,(ISCED-11): 3. Upper secondary education,Widowed,2018,0.903
Albania,Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2018,0.827
Albania,Male,(ISCED-11): 5. Short-cycle tertiary education,Single,2018,0.574
Albania,Male,(ISCED-11): 5. Short-cycle tertiary education,Married,2018,1.245
Albania,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2018,9.07
Albania,Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2018,5.054
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Single,2018,22.783
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Married,2018,43.545
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Widowed,2018,0.131
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2018,0.492
Albania,Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2018,0.931
Albania,Female,(ISCED-11): 1. Primary education,Married,2018,0.89
Albania,Female,(ISCED-11): 2. Lower secondary education,Single,2018,4.352
Albania,Female,(ISCED-11): 2. Lower secondary education,Married,2018,47.428
Albania,Female,(ISCED-11): 2. Lower secondary education,Widowed,2018,2.191
Albania,Female,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2018,1.376
Albania,Female,(ISCED-11): 3. Upper secondary education,Single,2018,11.257
Albania,Female,(ISCED-11): 3. Upper secondary education,Married,2018,59.589
Albania,Female,(ISCED-11): 3. Upper secondary education,Widowed,2018,4.58
Albania,Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2018,2.401
Albania,Female,(ISCED-11): 5. Short-cycle tertiary education,Married,2018,0.774
Albania,Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2018,12.141
Albania,Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2018,11.551
Albania,Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2018,0.392
Albania,Female,(ISCED-11): 7. Master's or equivalent level,Single,2018,26.425
Albania,Female,(ISCED-11): 7. Master's or equivalent level,Married,2018,62.356
Albania,Female,(ISCED-11): 7. Master's or equivalent level,Widowed,2018,2.041
Albania,Female,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2018,1.737
Albania,Female,(ISCED-11): 8. Doctoral or equivalent level,Single,2018,0.376
Albania,Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2018,0.926
Albania,Female,(ISCED-11): 8. Doctoral or equivalent level,Divorced or legally separated,2018,0.358
Albania,Male,(ISCED-11): X. No schooling,Married,2017,0.506
Albania,Male,(ISCED-11): 1. Primary education,Single,2017,0.417
Albania,Male,(ISCED-11): 1. Primary education,Married,2017,1.753
Albania,Male,(ISCED-11): 2. Lower secondary education,Single,2017,11.432
Albania,Male,(ISCED-11): 2. Lower secondary education,Married,2017,39.069
Albania,Male,(ISCED-11): 2. Lower secondary education,Widowed,2017,0.305
Albania,Male,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2017,0.992
Albania,Male,(ISCED-11): 3. Upper secondary education,Single,2017,28.088
Albania,Male,(ISCED-11): 3. Upper secondary education,Married,2017,68.785
Albania,Male,(ISCED-11): 3. Upper secondary education,Widowed,2017,0.714
Albania,Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2017,0.927
Albania,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2017,6.967
Albania,Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2017,2.915
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Single,2017,15.492
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Married,2017,36.64
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Widowed,2017,0.289
Albania,Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2017,0.574
Albania,Female,(ISCED-11): X. No schooling,Married,2017,0.402
Albania,Female,(ISCED-11): 1. Primary education,Married,2017,0.454
Albania,Female,(ISCED-11): 2. Lower secondary education,Single,2017,2.993
Albania,Female,(ISCED-11): 2. Lower secondary education,Married,2017,35.645
Albania,Female,(ISCED-11): 2. Lower secondary education,Widowed,2017,2.112
Albania,Female,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2017,0.484
Albania,Female,(ISCED-11): 3. Upper secondary education,Single,2017,10.252
Albania,Female,(ISCED-11): 3. Upper secondary education,Married,2017,41.694
Albania,Female,(ISCED-11): 3. Upper secondary education,Widowed,2017,3.722
Albania,Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2017,1.464
Albania,Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2017,6.387
Albania,Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2017,6.259
Albania,Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2017,0.249
Albania,Female,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2017,0.365
Albania,Female,(ISCED-11): 7. Master's or equivalent level,Single,2017,17.782
Albania,Female,(ISCED-11): 7. Master's or equivalent level,Married,2017,46.009
Albania,Female,(ISCED-11): 7. Master's or equivalent level,Widowed,2017,2.218
Albania,Female,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2017,1.884
Albania,Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2017,0.326
Albania,Male,(ISCED-11): X. No schooling,Married,2016,0.664
Albania,Male,(ISCED-11): 1. Primary education,Single,2016,0.641
Albania,Male,(ISCED-11): 1. Primary education,Married,2016,2.408
Albania,Male,(ISCED-11): 2. Lower secondary education,Single,2016,11.717
Albania,Male,(ISCED-11): 2. Lower secondary education,Married,2016,46.407
Albania,Male,(ISCED-11): 2. Lower secondary education,Widowed,2016,0.657
Albania,Male,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2016,0.901
Albania,Male,(ISCED-11): 3. Upper secondary education,Single,2016,37.198
Albania,Male,(ISCED-11): 3. Upper secondary education,Married,2016,81.792
Albania,Male,(ISCED-11): 3. Upper secondary education,Widowed,2016,0.973
Albania,Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2016,0.307
Albania,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2016,6.718
Albania,Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2016,4.792
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Single,2016,15.524
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Married,2016,46.111
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Widowed,2016,0.993
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2016,0.13
Albania,Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2016,0.242
Albania,Female,(ISCED-11): X. No schooling,Married,2016,0.489
Albania,Female,(ISCED-11): 1. Primary education,Married,2016,0.707
Albania,Female,(ISCED-11): 1. Primary education,Divorced or legally separated,2016,0.064
Albania,Female,(ISCED-11): 2. Lower secondary education,Single,2016,3.059
Albania,Female,(ISCED-11): 2. Lower secondary education,Married,2016,42.24
Albania,Female,(ISCED-11): 2. Lower secondary education,Widowed,2016,2.656
Albania,Female,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2016,0.344
Albania,Female,(ISCED-11): 3. Upper secondary education,Single,2016,9.234
Albania,Female,(ISCED-11): 3. Upper secondary education,Married,2016,54.54
Albania,Female,(ISCED-11): 3. Upper secondary education,Widowed,2016,4.198
Albania,Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2016,2.361
Albania,Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2016,6.724
Albania,Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2016,6.423
Albania,Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2016,0.202
Albania,Female,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2016,0.284
Albania,Female,(ISCED-11): 7. Master's or equivalent level,Single,2016,24.701
Albania,Female,(ISCED-11): 7. Master's or equivalent level,Married,2016,54.354
Albania,Female,(ISCED-11): 7. Master's or equivalent level,Widowed,2016,2.804
Albania,Female,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2016,1.871
Albania,Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2016,0.446
Albania,Male,(ISCED-11): X. No schooling,Married,2015,0.66
Albania,Male,(ISCED-11): 1. Primary education,Single,2015,0.551
Albania,Male,(ISCED-11): 1. Primary education,Married,2015,1.14
Albania,Male,(ISCED-11): 2. Lower secondary education,Single,2015,12.276
Albania,Male,(ISCED-11): 2. Lower secondary education,Married,2015,45.394
Albania,Male,(ISCED-11): 2. Lower secondary education,Widowed,2015,0.729
Albania,Male,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2015,0.391
Albania,Male,(ISCED-11): 3. Upper secondary education,Single,2015,33.018
Albania,Male,(ISCED-11): 3. Upper secondary education,Married,2015,80.349
Albania,Male,(ISCED-11): 3. Upper secondary education,Widowed,2015,1.064
Albania,Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2015,0.435
Albania,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2015,7.415
Albania,Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2015,3.356
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Single,2015,14.626
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Married,2015,43.661
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Widowed,2015,1.042
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2015,0.414
Albania,Male,(ISCED-11): 8. Doctoral or equivalent level,Single,2015,0.087
Albania,Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2015,0.374
Albania,Female,(ISCED-11): X. No schooling,Married,2015,0.735
Albania,Female,(ISCED-11): 1. Primary education,Married,2015,0.94
Albania,Female,(ISCED-11): 2. Lower secondary education,Single,2015,4.48
Albania,Female,(ISCED-11): 2. Lower secondary education,Married,2015,32.662
Albania,Female,(ISCED-11): 2. Lower secondary education,Widowed,2015,2.235
Albania,Female,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2015,0.37
Albania,Female,(ISCED-11): 3. Upper secondary education,Single,2015,6.32
Albania,Female,(ISCED-11): 3. Upper secondary education,Married,2015,47.89
Albania,Female,(ISCED-11): 3. Upper secondary education,Widowed,2015,6.887
Albania,Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2015,2.66
Albania,Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2015,5.003
Albania,Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2015,7.37
Albania,Female,(ISCED-11): 7. Master's or equivalent level,Single,2015,21.438
Albania,Female,(ISCED-11): 7. Master's or equivalent level,Married,2015,52.983
Albania,Female,(ISCED-11): 7. Master's or equivalent level,Widowed,2015,2.601
Albania,Female,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2015,2.688
Albania,Female,(ISCED-11): 8. Doctoral or equivalent level,Single,2015,0.21
Albania,Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2015,0.538
Albania,Male,(ISCED-11): 1. Primary education,Single,2014,0.236
Albania,Male,(ISCED-11): 1. Primary education,Married,2014,1.249
Albania,Male,(ISCED-11): 2. Lower secondary education,Single,2014,14.686
Albania,Male,(ISCED-11): 2. Lower secondary education,Married,2014,45.901
Albania,Male,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2014,0.704
Albania,Male,(ISCED-11): 3. Upper secondary education,Single,2014,26.159
Albania,Male,(ISCED-11): 3. Upper secondary education,Married,2014,86.795
Albania,Male,(ISCED-11): 3. Upper secondary education,Widowed,2014,0.746
Albania,Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2014,0.434
Albania,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2014,6.676
Albania,Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2014,6.137
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Single,2014,12.176
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Married,2014,42.811
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Widowed,2014,0.323
Albania,Male,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2014,0.444
Albania,Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2014,0.452
Albania,Female,(ISCED-11): X. No schooling,Married,2014,0.418
Albania,Female,(ISCED-11): 1. Primary education,Single,2014,0.546
Albania,Female,(ISCED-11): 1. Primary education,Married,2014,0.522
Albania,Female,(ISCED-11): 2. Lower secondary education,Single,2014,3.989
Albania,Female,(ISCED-11): 2. Lower secondary education,Married,2014,25.884
Albania,Female,(ISCED-11): 2. Lower secondary education,Widowed,2014,2.497
Albania,Female,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2014,0.71
