"ref_area.label","indicator.label","source.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Brunei Darussalam","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",36.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",33,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",36.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",41.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",33.6,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2022",37.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",39.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",32.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",32.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",24,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",18.5,,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories"
"Bhutan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",16.5,,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories"
"Bhutan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",17,,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories"
"Botswana","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Multi-Topic Household Survey","2022",58.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Multi-Topic Household Survey","2021",58,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Multi-Topic Household Survey","2020",56.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Multi-Topic Household Survey","2019",57.8,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Canada","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",35.6,,,,"Geographical coverage: Total national, excluding some areas"
"Canada","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",35.8,,,,"Geographical coverage: Total national, excluding some areas"
"Canada","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",35.3,,,,"Geographical coverage: Total national, excluding some areas"
"Canada","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",35.1,,,,"Geographical coverage: Total national, excluding some areas"
"Canada","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",34.5,,,,"Geographical coverage: Total national, excluding some areas"
"Canada","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",36.3,,,,"Geographical coverage: Total national, excluding some areas"
"Canada","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",35.5,,,,"Geographical coverage: Total national, excluding some areas"
"Canada","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",35.8,,,,"Geographical coverage: Total national, excluding some areas"
"Switzerland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2022",30.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",31.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",33.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",33.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",32.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",30.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",33,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",33,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",31.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",29.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Employment Survey","2022",29.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Employment Survey","2021",30.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Employment Survey","2020",27.4,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Chile","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Employment Survey","2019",29.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Employment Survey","2018",27.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Employment Survey","2017",26.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Employment Survey","2016",27.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Employment Survey","2015",27.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Employment Survey","2014",26.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Employment Survey","2013",25,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Survey on the Employment Situation","2019",30.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Survey on the Employment Situation","2016",16.6,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Regional Integrated Survey on Employment and the Informal Sector","2017",56.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cameroon","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Household Survey","2014",49.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Indicator Cluster Survey","2020",41.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cook Islands","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",59.8,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cook Islands","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Household Income and Expenditure Survey","2016",42.3,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Integrated Household Survey","2022",43.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Integrated Household Survey","2021",35.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Integrated Household Survey","2020",35,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Integrated Household Survey","2019",34.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Integrated Household Survey","2018",34.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Integrated Household Survey","2017",34.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Integrated Household Survey","2016",35,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Integrated Household Survey","2015",33.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Integrated Household Survey","2014",33.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Integrated Household Survey","2013",34.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Survey on Employment and the Informal Sector","2021",51.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Survey on Employment and the Informal Sector","2014",25.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cabo Verde","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics","2019",46,,,,"Employment definition: Including subsistence workers"
